# timestamp is yyyymmddHHDD (year, month, day, hour, minute)
# precipitation is rainfall depth (mm) 
stn;time;rre150h0
AIG;2018011508;0.0
AIG;2018011509;0.0
AIG;2018011510;0.0
AIG;2018011511;0.0
AIG;2018011512;0.0
AIG;2018011513;0.0
AIG;2018011514;0.0
AIG;2018011515;0.0
AIG;2018011516;0.0
AIG;2018011517;0.0
AIG;2018011518;0.0
AIG;2018011519;0.0
AIG;2018011520;0.0
AIG;2018011521;0.0
AIG;2018011522;0.0
AIG;2018011523;0.0
AIG;2018011600;0.0
AIG;2018011601;0.0
AIG;2018011602;0.0
AIG;2018011603;0.0
AIG;2018011604;0.0
AIG;2018011605;0.0
AIG;2018011606;0.0
AIG;2018011607;0.2
AIG;2018011608;0.2
AIG;2018011609;0.3
AIG;2018011610;0.5
AIG;2018011611;0.2
AIG;2018011612;0.2
AIG;2018011613;0.2
AIG;2018011614;0.4
AIG;2018011615;0.7
AIG;2018011616;0.1
AIG;2018011617;0.7
AIG;2018011618;1.3
AIG;2018011619;1.0
AIG;2018011620;0.5
AIG;2018011621;1.0
AIG;2018011622;0.4
AIG;2018011623;0.3
AIG;2018011700;1.0
AIG;2018011701;0.2
AIG;2018011702;0.1
AIG;2018011703;0.0
AIG;2018011704;0.1
AIG;2018011705;0.0
AIG;2018011706;2.1
AIG;2018011707;0.3
AIG;2018011708;0.0
AIG;2018011709;0.0
AIG;2018011710;0.0
AIG;2018011711;0.0
AIG;2018011712;0.0
AIG;2018011713;0.2
AIG;2018011714;0.0
AIG;2018011715;0.0
AIG;2018011716;0.0
AIG;2018011717;0.0
AIG;2018011718;0.0
AIG;2018011719;0.0
AIG;2018011720;0.0
AIG;2018011721;0.0
AIG;2018011722;0.1
AIG;2018011723;0.0
AIG;2018011800;0.0
AIG;2018011801;0.0
AIG;2018011802;0.0
AIG;2018011803;0.0
AIG;2018011804;0.0
AIG;2018011805;0.0
AIG;2018011806;0.0
AIG;2018011807;0.1
AIG;2018011808;0.1
AIG;2018011809;0.2
AIG;2018011810;0.5
AIG;2018011811;1.5
AIG;2018011812;1.1
AIG;2018011813;0.6
AIG;2018011814;2.0
AIG;2018011815;1.1
AIG;2018011816;1.8
AIG;2018011817;3.3
AIG;2018011818;0.9
AIG;2018011819;0.1
AIG;2018011820;0.3
AIG;2018011821;0.3
AIG;2018011822;0.5
AIG;2018011823;0.1
AIG;2018011900;0.0
AIG;2018011901;0.0
AIG;2018011902;0.6
AIG;2018011903;0.7
AIG;2018011904;2.9
AIG;2018011905;0.6
AIG;2018011906;0.3
AIG;2018011907;0.0
AIG;2018011908;0.0
AIG;2018011909;0.2
AIG;2018011910;0.0
AIG;2018011911;0.0
AIG;2018011912;0.0
AIG;2018011913;0.0
AIG;2018011914;0.0
AIG;2018011915;0.0
AIG;2018011916;0.0
AIG;2018011917;0.0
AIG;2018011918;0.0
AIG;2018011919;0.6
AIG;2018011920;4.1
AIG;2018011921;1.7
AIG;2018011922;0.0
AIG;2018011923;0.0
AIG;2018012000;0.0
AIG;2018012001;0.0
AIG;2018012002;0.0
AIG;2018012003;0.0
AIG;2018012004;0.0
AIG;2018012005;0.0
AIG;2018012006;0.0
AIG;2018012007;0.0
AIG;2018012008;0.0
AIG;2018012009;0.0
AIG;2018012010;0.0
AIG;2018012011;0.0
AIG;2018012012;0.0
AIG;2018012013;0.0
AIG;2018012014;0.0
AIG;2018012015;0.2
AIG;2018012016;1.1
AIG;2018012017;0.5
AIG;2018012018;0.6
AIG;2018012019;0.8
AIG;2018012020;0.3
AIG;2018012021;1.0
AIG;2018012022;0.3
AIG;2018012023;1.5
AIG;2018012100;1.7
AIG;2018012101;0.4
AIG;2018012102;0.6
AIG;2018012103;1.3
AIG;2018012104;0.1
AIG;2018012105;0.0
AIG;2018012106;0.6
AIG;2018012107;0.4
AIG;2018012108;0.2
AIG;2018012109;0.1
AIG;2018012110;0.1
AIG;2018012111;0.1
AIG;2018012112;0.0
AIG;2018012113;0.8
AIG;2018012114;1.5
AIG;2018012115;1.5
AIG;2018012116;1.5
AIG;2018012117;1.0
AIG;2018012118;1.0
AIG;2018012119;1.3
AIG;2018012120;1.2
AIG;2018012121;1.6
AIG;2018012122;1.2
AIG;2018012123;0.8
AIG;2018012200;0.7
AIG;2018012201;1.4
AIG;2018012202;1.5
AIG;2018012203;1.7
AIG;2018012204;1.4
AIG;2018012205;1.4
AIG;2018012206;1.2
AIG;2018012207;1.5
AIG;2018012208;1.8
AIG;2018012209;2.0
AIG;2018012210;0.9
AIG;2018012211;0.3
AIG;2018012212;0.0
AIG;2018012213;0.0
AIG;2018012214;2.2
AIG;2018012215;1.7
AIG;2018012216;0.6
AIG;2018012217;1.9
AIG;2018012218;0.5
AIG;2018012219;0.5
AIG;2018012220;1.8
AIG;2018012221;0.4
AIG;2018012222;0.2
AIG;2018012223;0.2
AIG;2018012300;1.9
AIG;2018012301;0.9
AIG;2018012302;0.0
AIG;2018012303;0.4
AIG;2018012304;0.0
AIG;2018012305;0.1
AIG;2018012306;0.0
AIG;2018012307;0.0
AIG;2018012308;0.0
AIG;2018012309;0.0
AIG;2018012310;0.0
AIG;2018012311;0.0
AIG;2018012312;0.0
AIG;2018012313;0.0
AIG;2018012314;0.0
AIG;2018012315;0.0
AIG;2018012316;0.0
AIG;2018012317;0.0
AIG;2018012318;0.0
AIG;2018012319;0.0
AIG;2018012320;0.0
AIG;2018012321;0.0
AIG;2018012322;0.0
AIG;2018012323;0.0
AIG;2018012400;0.0
AIG;2018012401;0.0
AIG;2018012402;0.0
AIG;2018012403;0.0
AIG;2018012404;0.0
AIG;2018012405;0.0
AIG;2018012406;0.0
AIG;2018012407;0.0
AIG;2018012408;0.0
AIG;2018012409;0.0
AIG;2018012410;0.0
AIG;2018012411;0.0
AIG;2018012412;0.0
AIG;2018012413;0.0
AIG;2018012414;0.0
AIG;2018012415;0.0
AIG;2018012416;0.0
AIG;2018012417;0.0
AIG;2018012418;0.0
AIG;2018012419;0.0
AIG;2018012420;0.0
AIG;2018012421;0.0
AIG;2018012422;0.0
AIG;2018012423;0.0
AIG;2018012500;0.0
AIG;2018012501;0.0
AIG;2018012502;0.0
AIG;2018012503;0.0
AIG;2018012504;0.0
AIG;2018012505;0.0
AIG;2018012506;0.0
AIG;2018012507;0.0
AIG;2018012508;0.0
AIG;2018012509;0.0
AIG;2018012510;0.0
AIG;2018012511;0.0
AIG;2018012512;0.0
AIG;2018012513;0.0
AIG;2018012514;0.0
AIG;2018012515;0.0
AIG;2018012516;0.0
AIG;2018012517;0.0
AIG;2018012518;0.0
AIG;2018012519;0.0
AIG;2018012520;0.0
AIG;2018012521;0.0
AIG;2018012522;0.0
AIG;2018012523;0.0
AIG;2018012600;0.0
AIG;2018012601;0.0
AIG;2018012602;0.0
AIG;2018012603;0.0
AIG;2018012604;0.0
AIG;2018012605;0.0
AIG;2018012606;0.0
AIG;2018012607;0.0
AIG;2018012608;0.0
AIG;2018012609;0.0
AIG;2018012610;0.0
AIG;2018012611;0.0
AIG;2018012612;0.0
AIG;2018012613;0.0
AIG;2018012614;0.0
AIG;2018012615;0.0
AIG;2018012616;0.0
AIG;2018012617;0.0
AIG;2018012618;0.0
AIG;2018012619;0.0
AIG;2018012620;0.0
AIG;2018012621;0.0
AIG;2018012622;0.0
AIG;2018012623;0.0
AIG;2018012700;0.0
AIG;2018012701;0.0
AIG;2018012702;0.0
AIG;2018012703;0.0
AIG;2018012704;0.0
AIG;2018012705;0.0
AIG;2018012706;0.0
AIG;2018012707;0.0
AIG;2018012708;0.0
AIG;2018012709;0.0
AIG;2018012710;0.0
AIG;2018012711;0.0
AIG;2018012712;0.0
AIG;2018012713;0.0
AIG;2018012714;0.0
AIG;2018012715;0.0
AIG;2018012716;0.0
AIG;2018012717;0.0
AIG;2018012718;0.0
AIG;2018012719;0.0
AIG;2018012720;0.0
AIG;2018012721;0.0
AIG;2018012722;0.0
AIG;2018012723;0.0
AIG;2018012800;0.0
AIG;2018012801;0.0
AIG;2018012802;0.0
AIG;2018012803;0.0
AIG;2018012804;0.0
AIG;2018012805;0.0
AIG;2018012806;0.0
AIG;2018012807;0.0
AIG;2018012808;0.0
AIG;2018012809;0.0
AIG;2018012810;0.0
AIG;2018012811;0.0
AIG;2018012812;0.0
AIG;2018012813;0.0
AIG;2018012814;0.0
AIG;2018012815;0.0
AIG;2018012816;0.0
AIG;2018012817;0.0
AIG;2018012818;0.0
AIG;2018012819;0.0
AIG;2018012820;0.0
AIG;2018012821;0.0
AIG;2018012822;0.0
AIG;2018012823;0.0
AIG;2018012900;0.0
AIG;2018012901;0.0
AIG;2018012902;0.0
AIG;2018012903;0.0
AIG;2018012904;0.0
AIG;2018012905;0.0
AIG;2018012906;0.0
AIG;2018012907;0.0
AIG;2018012908;0.0
AIG;2018012909;0.0
AIG;2018012910;0.0
AIG;2018012911;0.0
AIG;2018012912;0.0
AIG;2018012913;0.0
AIG;2018012914;0.0
AIG;2018012915;0.0
AIG;2018012916;0.0
AIG;2018012917;0.0
AIG;2018012918;0.0
AIG;2018012919;0.0
AIG;2018012920;0.0
AIG;2018012921;0.0
AIG;2018012922;0.0
AIG;2018012923;0.0
AIG;2018013000;0.0
AIG;2018013001;0.0
AIG;2018013002;0.0
AIG;2018013003;0.0
AIG;2018013004;0.0
AIG;2018013005;0.0
AIG;2018013006;0.0
AIG;2018013007;0.0
AIG;2018013008;0.0
AIG;2018013009;0.0
AIG;2018013010;0.0
AIG;2018013011;0.0
AIG;2018013012;0.0
AIG;2018013013;0.0
AIG;2018013014;0.0
AIG;2018013015;0.0
AIG;2018013016;0.0
AIG;2018013017;0.0
AIG;2018013018;0.0
AIG;2018013019;0.0
AIG;2018013020;0.0
AIG;2018013021;0.0
AIG;2018013022;0.0
AIG;2018013023;0.0
AIG;2018013100;0.0
AIG;2018013101;0.0
AIG;2018013102;0.0
AIG;2018013103;0.0
AIG;2018013104;0.0
AIG;2018013105;0.0
AIG;2018013106;0.0
AIG;2018013107;0.0
AIG;2018013108;0.0
AIG;2018013109;0.0
AIG;2018013110;0.0
AIG;2018013111;0.0
AIG;2018013112;0.0
AIG;2018013113;0.0
